student ID,FirstName,LastName,StartDate,standard ,PayZone,Student ClassificationType,TerminationDescription,DepartmentType,Division,DOB,State, Student FunctionDescription,GenderCode,LocationCode,RaceDesc,Performance Score,Current student Rating,,,,,,,
3572,Timothy,Sullivan,12-Mar-19,10,Shawn Berry,timothy.sullivan@bilearner.com,WBL,General  ,Contract,Zone A,Part-Time,Retirement,Where first Mr remember crime.,Production       ,Fielders,6/7/1994,MA,Engineer,Male,2747,White,Single,Fully Meets,5
3573,Jennifer,Medeiros,9-Mar-20,10,Brittany Martin,jennifer.medeiros@bilearner.com,NEL,General  ,Contract,Zone B,Full-Time,Involuntary,Cup purpose hundred region similar.,Production       ,Field Operations,10/26/1983,MA,Driller,Female,2346,Asian,Divorced,Exceeds,4
3574,Anna,Von Massenbach,18-May-21,10,Timothy Weaver,anna.von massenbach@bilearner.com,WBL,General  ,Contract,Zone B,Full-Time,Involuntary,News quite number answer program.,Production       ,Underground,5/6/1951,MA,Laborer,Female,2124,Hispanic,Widowed,Fully Meets,1
3575,George,Johnson,28-Apr-21,10,Amanda Smith,george.johnson@bilearner.com,MSC,General  ,Part-Time,Zone A,Temporary,Resignation,Big large training region.,Production       ,Field Operations,3/5/1987,MA,Groundman,Male,2445,Hispanic,Single,Exceeds,5
3576,Angela,Erilus,21-Jul-21,10,Marc Cummings,angela.erilus@bilearner.com,PL,General  ,Full-Time,Zone B,Full-Time,Voluntary,Reflect off growth mouth have.,Production       ,Engineers,4/26/1992,MA,Project Manager,Female,2133,Asian,Single,Exceeds,4
3577,Miguel,Estremera,15-Sep-19,10,James Rodriguez,miguel.estremera@bilearner.com,BPC,General  ,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,5/30/1957,MA,Tower Hand,Male,2129,White,Widowed,Fully Meets,4
3578,Clinton,Owad,4-May-19,10,Elizabeth Sullivan MD,clinton.owad@bilearner.com,WBL,General  ,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,5/30/1957,MA,Technician,Male,1760,Hispanic,Married,Exceeds,2
3579,Constance,Sloan,20-May-21,10,Sean Marsh,constance.sloan@bilearner.com,BPC,General  ,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,11/15/1946,MA,Laborer,Female,1851,Asian,Widowed,Needs Improvement,4
3580,Davion,Sanchez,16-Dec-19,10,Kathryn Wilkinson,davion.sanchez@bilearner.com,PYZ,General  ,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,4/21/1942,MA,Foreman,Male,41016,Other,Married,Fully Meets,4
3581,Ross,Strickland,20-Nov-20,10,Paul Walker,ross.strickland@bilearner.com,SVG,General  ,Full-Time,Zone A,Part-Time,Voluntary,Memory high then mind concern carry level life.,Production       ,Wireline Construction,3/8/1943,MA,Foreman,Male,18389,Other,Divorced,Fully Meets,2
3582,Augustus,Drake,19-Aug-20,10,Elizabeth Robertson,augustus.drake@bilearner.com,TNS,General  ,Part-Time,Zone B,Part-Time,Retirement,Other might rise today.,Production       ,Yard (Material Handling),8/9/1968,MA,Laborer,Male,90676,Asian,Widowed,Fully Meets,4
3583,Gracelyn,Huynh,28-Apr-21,10,Tasha Mayer,gracelyn.huynh@bilearner.com,WBL,General  ,Full-Time,Zone C,Temporary,Retirement,Others those data before major how.,Production       ,Field Operations,11/20/1958,MA,Construction Manager,Female,16011,White,Married,Needs Improvement,4
3584,Orlando,Armstrong,14-Aug-20,10,Chris Walker,orlando.armstrong@bilearner.com,BPC,General  ,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,11/7/1987,MA,Lineman,Female,2051,Other,Married,Fully Meets,4
3585,Edward,Everett,22-Dec-21,10,Traci Floyd,edward.everett@bilearner.com,CCDR,General  ,Full-Time,Zone A,Full-Time,Unk,,Production       ,Yard (Material Handling),7/16/1992,MA,Laborer,Female,3074,Black,Divorced,Fully Meets,4
3586,Jaqueline,Terrell,1-Feb-19,10,Veronica Wiley,jaqueline.terrell@bilearner.com,EW,General  ,Part-Time,Zone B,Full-Time,Resignation,Identify next game leader.,Production       ,People Services,12/27/2000,MA,Manager,Female,24711,Hispanic,Single,Fully Meets,2
3587,Quinn,Mccullough,10-May-21,10,Katherine Gay,quinn.mccullough@bilearner.com,MSC,General  ,Full-Time,Zone B,Temporary,Resignation,Society red to able.,Production       ,General - Eng,12/25/1977,MA,Administrative,Male,74564,Other,Divorced,Fully Meets,2
3588,Selena,Greer,25-Jun-19,10,Paul Lopez,selena.greer@bilearner.com,NEL,General  ,Full-Time,Zone C,Full-Time,Retirement,Everybody no four arrive major ten culture.,Production       ,Shop (Fleet),3/8/1972,MA,Mechanic,Male,14504,Black,Widowed,Fully Meets,2
3589,Giovani,Roy,25-Apr-19,10,Jay Bush,giovani.roy@bilearner.com,PL,General  ,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,8/2/1951,MA,Laborer,Male,2683,White,Single,Fully Meets,1
3590,Dominik,Mullen,25-Feb-21,10,Jessica Allen,dominik.mullen@bilearner.com,PYZ,General  ,Part-Time,Zone C,Full-Time,Retirement,Country as dream project office.,Production       ,Field Operations,5/31/1995,MA,Laborer,Male,66167,Asian,Widowed,Fully Meets,4
3591,Abdullah,Ellison,23-Nov-21,10,Dr. William Thompson,abdullah.ellison@bilearner.com,SVG,General  ,Contract,Zone B,Part-Time,Voluntary,Quality decade director.,Production       ,Field Operations,11/14/1998,MA,Supervisor,Female,21634,White,Married,Needs Improvement,5
3592,Andre,Guzman,5-Oct-21,10,Mrs. Audrey Gonzalez DDS,andre.guzman@bilearner.com,TNS,General  ,Contract,Zone B,Full-Time,Voluntary,Particular network available hospital.,Production       ,Field Operations,12/23/1998,MA,Technician,Male,9454,Other,Single,Fully Meets,3
3593,Brayden,Malone,30-May-20,10,Ashley Bradshaw,brayden.malone@bilearner.com,WBL,General  ,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,11/11/1949,MA,Foreman,Male,48453,Asian,Married,Fully Meets,1
3594,Maribel,Morrison,11-Dec-18,10,Ashley Meyer,maribel.morrison@bilearner.com,PYZ,General  ,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,3/14/1968,MA,Technician,Male,72888,Black,Married,Needs Improvement,1
3595,Fisher,Stafford,22-Sep-20,10,Nicole Delgado,fisher.stafford@bilearner.com,WBL,General  ,Contract,Zone A,Temporary,Resignation,Dark meeting play room head join truth involve.,Production       ,Engineers,3/2/1952,MA,Technician,Male,56703,Other,Divorced,Fully Meets,1
3596,Kellen,Medina,28-Jul-19,10,John Henry,kellen.medina@bilearner.com,NEL,General  ,Part-Time,Zone C,Full-Time,Unk,,Production       ,Splicing,7/19/1982,MA,Technician,Male,33998,Other,Single,Needs Improvement,2
3597,Brenton,Monroe,6-Jun-20,10,Autumn Decker,brenton.monroe@bilearner.com,PYZ,General  ,Contract,Zone C,Part-Time,Retirement,Democrat themselves deal future early.,Production       ,General - Con,10/31/1986,MA,Foreman,Female,17650,Black,Single,Fully Meets,1
3598,Derick,Rocha,28-Sep-18,10,Alex Moore,derick.rocha@bilearner.com,SVG,General  ,Part-Time,Zone A,Full-Time,Resignation,Majority executive plan imagine.,Production       ,Project Management - Eng,10/6/1950,MA,Supervisor,Female,72750,Other,Married,Needs Improvement,1
3599,Elaine,Weeks,12-Apr-20,10,Dana Smith,elaine.weeks@bilearner.com,TNS,General  ,Part-Time,Zone A,Temporary,Unk,,Production       ,General - Con,3/31/1950,MA,Technician,Female,14044,White,Divorced,Fully Meets,2
3600,Marely,Dixon,1-Nov-22,10,Bobby Serrano,marely.dixon@bilearner.com,WBL,General  ,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,10/7/1949,MA,Technician,Female,34810,White,Single,Fully Meets,2
3601,Keagan,Henson,21-Nov-22,10,Robert Riley,keagan.henson@bilearner.com,BPC,General  ,Part-Time,Zone B,Full-Time,Unk,,Production       ,Wireline Construction,7/22/1966,MA,Billing,Female,75187,White,Married,Fully Meets,5
3602,Helena,Davenport,11-Apr-21,10,Crystal Mcneil,helena.davenport@bilearner.com,CCDR,General  ,Full-Time,Zone B,Part-Time,Involuntary,Quality audience deal assume.,Production       ,Engineers,10/12/1994,MA,Engineer,Female,30766,Hispanic,Married,Fully Meets,5
3603,Houston,Aguirre,29-Nov-18,10,Christine Costa,houston.aguirre@bilearner.com,EW,General  ,Full-Time,Zone A,Part-Time,Resignation,To trial deep.,Production       ,Field Operations,2/15/1977,MA,Technician,Female,58348,White,Married,Fully Meets,2
3604,Kane,Owen,16-Jan-19,10,Mark Hale,kane.owen@bilearner.com,MSC,General  ,Part-Time,Zone B,Full-Time,Resignation,Sometimes surface page stand area.,Production       ,Field Operations,3/9/1948,MA,Foreman,Female,44626,Hispanic,Divorced,Needs Improvement,4
3605,Emerson,Pitts,18-Sep-19,10,Destiny Johnson,emerson.pitts@bilearner.com,CCDR,General  ,Contract,Zone C,Temporary,Unk,,Production       ,Engineers,8/25/1943,MA,Technician,Male,2315,Other,Divorced,Fully Meets,4
3606,Clarissa,Winters,1-Aug-19,10,Eric Gonzales,clarissa.winters@bilearner.com,SVG,General  ,Part-Time,Zone C,Full-Time,Involuntary,Poor list reduce reality.,Production       ,Billable Consultants,3/13/1965,MA,Engineer,Male,95618,Other,Divorced,Fully Meets,3
3607,Frankie,Atkins,18-Jun-19,10,Christopher Murray,frankie.atkins@bilearner.com,EW,General  ,Full-Time,Zone A,Full-Time,Resignation,Finally build do analysis beyond heavy.,Production       ,Project Management - Con,8/3/1976,MA,Coordinator,Male,15195,Other,Married,Fully Meets,5
3608,Ally,Zhang,13-Feb-19,10,Ashley Williamson,ally.zhang@bilearner.com,MSC,General  ,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,7/6/1979,MA,Technician,Male,74447,Other,Married,Fully Meets,3
3609,Kayleigh,Harmon,2-Jun-21,10,Frederick Harrison,kayleigh.harmon@bilearner.com,TNS,General  ,Contract,Zone B,Full-Time,Unk,,Production       ,Shop (Fleet),6/9/1993,MA,Welder,Female,21318,Other,Widowed,Fully Meets,3
3610,Kayley,Myers,11-Oct-18,10,Brian Arnold,kayley.myers@bilearner.com,PYZ,General  ,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,4/7/1973,MA,Laborer,Female,51430,Other,Single,Fully Meets,3
3611,Rowan,Cobb,9-Mar-21,10,Lori Reed,rowan.cobb@bilearner.com,WBL,General  ,Contract,Zone C,Full-Time,Unk,,Production       ,Project Management - Con,1/20/1952,MA,Technician,Female,85651,Hispanic,Married,Fully Meets,2
3612,Edward,Mann,23-Jan-22,10,Trevor Rodriguez,edward.mann@bilearner.com,NEL,General  ,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,12/25/1984,MA,Technician,Male,68900,Black,Single,PIP,4
3613,Amirah,Johnson,24-Feb-19,10,Jason Owens,amirah.johnson@bilearner.com,PL,General  ,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,6/14/1973,MA,Laborer,Male,9241,Asian,Married,Exceeds,1
3614,Bridget,Deleon,8-Jan-20,10,Clifford Martinez,bridget.deleon@bilearner.com,BPC,General  ,Contract,Zone B,Temporary,Voluntary,Store common between real.,Production       ,Project Management - Con,8/31/1973,MA,Field Project Manager,Male,23691,White,Married,Fully Meets,2
3615,Martin,Weber,13-May-21,10,Lee Hudson,martin.weber@bilearner.com,CCDR,General  ,Full-Time,Zone B,Part-Time,Retirement,View ever record ahead.,Production       ,General - Con,5/14/1986,MA,Manager,Male,74388,Asian,Divorced,Exceeds,2
3616,Ruben,Lewis,12-Feb-22,10,Allison Tran,ruben.lewis@bilearner.com,SVG,General  ,Contract,Zone C,Full-Time,Unk,,Production       ,General - Con,3/24/1981,MA,Laborer,Female,14234,Hispanic,Married,Fully Meets,4
3617,Bailey,Collier,1-Feb-23,10,Pamela Johnson,bailey.collier@bilearner.com,EW,General  ,Full-Time,Zone C,Full-Time,Unk,,Production       ,Wireline Construction,2/18/1961,MA,Splicer,Female,37635,Hispanic,Married,Fully Meets,1
3618,Charlee,Roth,4-Feb-23,10,Erin Harris,charlee.roth@bilearner.com,MSC,General  ,Part-Time,Zone B,Temporary,Unk,,Production       ,Splicing,5/5/1944,MA,Splicer,Male,13186,Black,Married,Fully Meets,3
3619,Karissa,Bowers,23-Mar-23,10,Robert Wright,karissa.bowers@bilearner.com,TNS,General  ,Full-Time,Zone A,Full-Time,Involuntary,Some others lot miss land similar.,Production       ,General - Con,3/17/1984,MA,Technician,Male,76278,Asian,Married,Fully Meets,3
3620,Noel,Ramirez,22-Mar-23,10,Mr. Nicholas Austin,noel.ramirez@bilearner.com,PYZ,General  ,Part-Time,Zone A,Temporary,Involuntary,Outside sing song relationship action teach.,Production       ,General - Eng,10/12/1994,MA,Specialist,Male,77580,Hispanic,Married,Fully Meets,2
3621,Victoria,Franco,28-Nov-18,10,Natalie Cannon,victoria.franco@bilearner.com,WBL,General  ,Contract,Zone A,Full-Time,Unk,,Production       ,Wireless,9/9/1997,MA,Laborer,Male,15586,White,Married,Fully Meets,2
3622,Danika,Fleming,9-Jul-20,10,Christopher Ayers,danika.fleming@bilearner.com,SVG,General  ,Part-Time,Zone A,Temporary,Resignation,Song remember visit finish edge difficult down.,Production       ,Field Operations,10/16/1995,MA,Laborer,Female,75607,Hispanic,Divorced,Fully Meets,3
3623,Jocelyn,Kline,11-Feb-19,10,Elizabeth Burton,jocelyn.kline@bilearner.com,EW,General  ,Part-Time,Zone A,Full-Time,Unk,,Production       ,Engineers,4/25/1958,MA,Engineer,Female,47289,Asian,Divorced,Fully Meets,3
3624,Cesar,Higgins,9-Jan-20,10,Timothy Curtis,cesar.higgins@bilearner.com,MSC,General  ,Part-Time,Zone B,Part-Time,Unk,,Production       ,Technology / It,2/4/1996,MA,Engineer,Female,85711,Asian,Married,Fully Meets,4
3625,Gabriel,Dodson,11-Nov-21,10,Tammy Navarro,gabriel.dodson@bilearner.com,TNS,General  ,Contract,Zone B,Part-Time,Resignation,Interesting final piece follow.,Production       ,Engineers,12/14/1975,MA,Engineer,Female,54392,Asian,Single,Fully Meets,5
3626,Raphael,Sandoval,15-May-21,12,Natalie Baker,raphael.sandoval@bilearner.com,PYZ,commerce ,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,10/28/1993,MA,Foreman,Female,61825,Asian,Single,Fully Meets,2
3627,Ruth,Harrell,21-Aug-19,12,Jesse Wilson,ruth.harrell@bilearner.com,WBL,commerce ,Contract,Zone C,Full-Time,Resignation,Sport enter think order determine.,Production       ,Field Operations,2/23/1967,MA,Supervisor,Female,52646,Black,Married,Fully Meets,3
3628,Peyton,Barber,18-Sep-20,12,Megan Small,peyton.barber@bilearner.com,NEL,commerce ,Contract,Zone B,Part-Time,Unk,,Production       ,Engineers,1/27/1946,MA,Technician,Female,56126,Hispanic,Married,Fully Meets,3
3629,Reginald,Lowery,27-Aug-22,12,Dr. David Austin Jr.,reginald.lowery@bilearner.com,NEL,commerce ,Contract,Zone B,Full-Time,Voluntary,Expect grow back list letter.,Production       ,Field Operations,11/26/1983,MA,Laborer,Male,70056,Black,Divorced,Fully Meets,5
3630,Stephanie,Briggs,23-Feb-19,12,Scott Davis,stephanie.briggs@bilearner.com,MSC,commerce ,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,5/7/1965,MA,Laborer,Male,81819,Other,Widowed,Fully Meets,5
3631,Shaniya,Becker,8-Aug-22,12,Kristin Salinas,shaniya.becker@bilearner.com,EW,commerce ,Contract,Zone C,Full-Time,Retirement,Experience room top and including compare.,Production       ,Wireline Construction,4/28/1947,MA,Apprentice,Male,12978,Other,Divorced,Fully Meets,3
3632,Ryan,Oconnell,24-Sep-22,12,Bridget Jones,ryan.oconnell@bilearner.com,CCDR,commerce ,Contract,Zone C,Full-Time,Involuntary,Realize work series fact weight contain.,Production       ,Field Operations,10/3/1945,MA,Foreman,Male,37983,Asian,Married,Fully Meets,3
3633,Emma,Ware,21-Mar-22,12,Melissa Wilkinson,emma.ware@bilearner.com,BPC,commerce ,Contract,Zone B,Temporary,Unk,,Production       ,Aerial,3/24/1987,MA,Laborer,Female,56687,Hispanic,Single,Fully Meets,5
3634,Keyon,Haley,23-Jun-23,12,Eric Cunningham,keyon.haley@bilearner.com,PYZ,commerce ,Part-Time,Zone B,Full-Time,Retirement,Despite budget compare international little.,Production       ,General - Sga,4/26/1962,MA,Supervisor,Female,40148,Other,Married,Fully Meets,5
3635,Kylee,Bates,26-Oct-20,12,Stephen Barron,kylee.bates@bilearner.com,WBL,commerce ,Part-Time,Zone C,Part-Time,Unk,,Production       ,Yard (Material Handling),3/12/1978,MA,Runner,Female,71593,Hispanic,Single,Fully Meets,4
3636,Marc,Chandler,29-Jan-20,12,Jennifer Soto,marc.chandler@bilearner.com,NEL,commerce ,Contract,Zone B,Temporary,Unk,,Production       ,Catv,3/13/1982,MA,Supervisor,Male,10775,Asian,Divorced,Fully Meets,3
3637,Abdullah,Pruitt,23-Apr-22,12,John Jones,abdullah.pruitt@bilearner.com,PL,commerce ,Full-Time,Zone C,Full-Time,Unk,,Production       ,Aerial,4/17/1995,MA,Engineer,Male,59441,Asian,Divorced,Fully Meets,3
3638,Shamar,Roth,15-Jun-23,12,Ernest Evans,shamar.roth@bilearner.com,BPC,commerce ,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,12/10/1978,MA,Inspector,Male,55470,Hispanic,Single,Fully Meets,3
3639,Jaylen,Acosta,19-Sep-19,12,Mark Knight,jaylen.acosta@bilearner.com,CCDR,commerce ,Contract,Zone C,Full-Time,Retirement,Official growth onto speech after truth.,Production       ,Field Operations,1/8/1966,MA,Runner,Female,8655,Hispanic,Divorced,Fully Meets,3
3640,Kale,House,7-Jan-23,12,Gina Leon,kale.house@bilearner.com,SVG,commerce ,Contract,Zone A,Temporary,Unk,,Production       ,Field Operations,9/21/2000,MA,Foreman,Female,48077,Asian,Divorced,Fully Meets,3
3641,Kiersten,Ellis,7-Feb-20,12,Eric Michael,kiersten.ellis@bilearner.com,EW,commerce ,Contract,Zone B,Full-Time,Voluntary,Air act watch affect save positive among.,Production       ,General - Con,1/15/1971,MA,Operator,Male,56039,Other,Widowed,Fully Meets,3
3642,Karissa,Carrillo,29-Apr-20,12,Alexandra Martin,karissa.carrillo@bilearner.com,MSC,commerce ,Contract,Zone B,Full-Time,Retirement,Cold dinner seat property a hear.,Production       ,Field Operations,5/31/1978,MA,Laborer,Male,7474,Black,Single,Fully Meets,3
3643,Issac,Whitehead,16-Apr-20,12,Eric Calderon,issac.whitehead@bilearner.com,TNS,commerce ,Full-Time,Zone A,Full-Time,Unk,,Production       ,Catv,3/22/1961,MA,Laborer,Male,9287,Asian,Single,Fully Meets,3
3644,Madisyn,Andrews,16-Jun-22,12,Thomas Jones,madisyn.andrews@bilearner.com,PYZ,commerce ,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,6/24/1986,MA,Laborer,Male,42213,Black,Married,Fully Meets,3
3645,Madyson,Rhodes,22-Jul-19,12,Bridget Mills,madyson.rhodes@bilearner.com,WBL,commerce ,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,9/16/1977,MA,Technician,Male,34428,Asian,Single,Fully Meets,3
3646,Brenton,Rodriguez,22-Apr-23,12,Sara Bullock,brenton.rodriguez@bilearner.com,SVG,commerce ,Part-Time,Zone A,Full-Time,Unk,,Production       ,Splicing,1/1/1968,MA,Splicer,Female,77551,Hispanic,Widowed,Fully Meets,3
3647,Nathen,Arias,28-Dec-20,12,Craig Leblanc,nathen.arias@bilearner.com,EW,commerce ,Part-Time,Zone A,Part-Time,Involuntary,Best room cell task majority budget.,Production       ,Engineers,7/24/1966,MA,Engineer,Female,20847,Black,Single,Fully Meets,3
3648,Keyon,Hensley,23-Feb-22,12,Peter Smith,keyon.hensley@bilearner.com,MSC,commerce ,Contract,Zone A,Full-Time,Unk,,Production       ,Aerial,6/27/1948,MA,Lineman,Female,76615,Other,Divorced,Exceeds,4
3649,Elisha,Ruiz,13-Aug-22,12,Stephen Green,elisha.ruiz@bilearner.com,TNS,commerce ,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,6/6/1968,MA,Technician,Female,26602,White,Married,Exceeds,4
3650,Amirah,Stanley,3-Oct-19,12,Jason Jenkins,amirah.stanley@bilearner.com,PYZ,commerce ,Full-Time,Zone B,Part-Time,Retirement,Late least forward bill realize camera.,Production       ,Field Operations,12/25/1991,MA,Laborer,Female,72818,White,Divorced,Fully Meets,3
3651,Jeremy,Meyer,14-Oct-19,12,Chad Jones,jeremy.meyer@bilearner.com,WBL,commerce ,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,1/19/1991,MA,Lineman,Female,90347,White,Single,Fully Meets,3
3652,Owen,Dillon,30-Aug-19,12,Victoria Maldonado,owen.dillon@bilearner.com,NEL,commerce ,Part-Time,Zone C,Part-Time,Resignation,Window stuff western interesting.,Production       ,Field Operations,8/16/1946,MA,Supervisor,Male,96845,Other,Married,Fully Meets,3
3653,Bridget,Bray,4-Feb-21,12,William Watson,bridget.bray@bilearner.com,PL,commerce ,Contract,Zone B,Part-Time,Voluntary,Particular same detail note.,Production       ,General - Con,6/29/1995,MA,Foreman,Male,67277,Asian,Widowed,Exceeds,3
3654,Cassius,Gates,23-Nov-22,12,Jody Cox,cassius.gates@bilearner.com,PYZ,commerce ,Part-Time,Zone A,Part-Time,Unk,,Production       ,Aerial,3/30/1995,MA,Lineman,Male,17975,Asian,Divorced,Exceeds,4
3655,Martha,Kemp,25-Feb-23,12,Shelia Good,martha.kemp@bilearner.com,SVG,commerce ,Part-Time,Zone C,Full-Time,Unk,,Production       ,Engineers,10/20/1998,MA,Engineer,Male,97142,Asian,Married,Fully Meets,3
3656,Francesca,Mcmahon,15-Dec-19,12,Darlene Green,francesca.mcmahon@bilearner.com,TNS,commerce ,Part-Time,Zone B,Part-Time,Unk,,Production       ,Underground,4/14/2001,MA,Laborer,Male,72523,Hispanic,Divorced,Exceeds,5
3657,Lorelei,Walls,29-Aug-21,12,Christine Mccarthy,lorelei.walls@bilearner.com,WBL,commerce ,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,3/4/1992,MA,Flagger,Female,44406,Black,Single,Fully Meets,4
3658,Emery,Gillespie,4-Nov-22,12,Thomas Jackson,emery.gillespie@bilearner.com,BPC,commerce ,Part-Time,Zone C,Temporary,Involuntary,Once simple the decade.,Production       ,Project Management - Con,11/25/1966,MA,Technician,Female,95682,Black,Divorced,Fully Meets,3
3659,Kaylee,Baldwin,2-Oct-19,12,Eric Powell,kaylee.baldwin@bilearner.com,CCDR,commerce ,Full-Time,Zone A,Part-Time,Voluntary,Second focus stay scientist.,Production       ,Field Operations,10/30/1989,MA,Engineer,Male,86746,Other,Divorced,Exceeds,1
3660,Aron,Hester,24-May-19,12,Joel Browning,aron.hester@bilearner.com,EW,commerce ,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,6/21/1974,MA,Supervisor,Male,73540,Hispanic,Single,Exceeds,3
3661,Reagan,Brennan,28-Feb-22,12,Denise Roman,reagan.brennan@bilearner.com,MSC,commerce ,Contract,Zone C,Temporary,Involuntary,Decide group difference decide.,Production       ,Executive,5/22/1952,MA,Vp,Male,21624,Asian,Married,Fully Meets,3
3662,Hugh,Berry,13-Jun-23,12,Linda Cummings,hugh.berry@bilearner.com,NEL,commerce ,Full-Time,Zone B,Temporary,Unk,,Production       ,Wireline Construction,4/18/1973,MA,Laborer,Male,90473,Other,Married,Exceeds,2
3663,Brandon,Anderson,7-Oct-19,12,Sean Kennedy,brandon.anderson@bilearner.com,PL,commerce ,Part-Time,Zone B,Full-Time,Retirement,Bar serious exist pretty.,Production       ,General - Con,11/23/1977,MA,Foreman,Female,13534,Black,Single,Exceeds,3
3664,Diana,Garza,6-Oct-20,12,Robert Reid,diana.garza@bilearner.com,PYZ,commerce ,Full-Time,Zone C,Part-Time,Involuntary,Let political issue.,Production       ,Field Operations,8/15/1956,MA,Locator,Female,2667,Other,Widowed,Fully Meets,3
3665,Dalton,Bowen,22-Nov-19,12,Lucas Morse,dalton.bowen@bilearner.com,SVG,commerce ,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,3/30/1985,MA,Field Technician,Male,54319,Asian,Married,Fully Meets,3
3666,Davin,Peters,29-Apr-22,12,Melissa Shaw,davin.peters@bilearner.com,TNS,commerce ,Full-Time,Zone A,Full-Time,Involuntary,Rule film know if eat hear.,Production       ,Field Operations,5/19/1956,MA,Laborer,Male,16052,Hispanic,Single,Fully Meets,3
3667,Leyla,Warren,11-Dec-22,12,Brooke Meyer,leyla.warren@bilearner.com,WBL,commerce ,Part-Time,Zone B,Temporary,Resignation,Term southern major ever care.,Production       ,Billable Consultants,8/23/1998,MA,Technician,Male,18998,Black,Single,Fully Meets,3
3668,Victoria,Allen,6-Aug-23,12,Christopher Clark,victoria.allen@bilearner.com,BPC,commerce ,Full-Time,Zone C,Full-Time,Voluntary,Rest such husband through his customer no look.,Production       ,Underground,5/24/1996,MA,Operator,Male,33735,Asian,Widowed,Needs Improvement,3
3669,Tyler,Hines,28-Mar-20,12,Joshua Francis,tyler.hines@bilearner.com,CCDR,commerce ,Contract,Zone A,Temporary,Retirement,Let former service.,Production       ,Finance & Accounting,1/16/1967,MA,Clerk,Male,81928,Black,Widowed,Fully Meets,3
3670,Sandra,Atkinson,11-Aug-22,12,Walter Shaw,sandra.atkinson@bilearner.com,SVG,commerce ,Full-Time,Zone A,Full-Time,Resignation,Far happy light already.,Production       ,Billable Consultants,1/17/1969,MA,Engineer,Female,14006,Hispanic,Widowed,Needs Improvement,3
3671,Simone,Hayes,26-Jan-23,12,Alexander Roberts,simone.hayes@bilearner.com,EW,commerce ,Part-Time,Zone A,Temporary,Involuntary,Edge cold language. Once bring quality hot.,Production       ,Splicing,12/29/1989,MA,Splicer,Female,45376,Asian,Divorced,Needs Improvement,3
3672,Rhett,Valenzuela,14-Jan-19,12,Aaron Holland,rhett.valenzuela@bilearner.com,MSC,commerce ,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,2/24/1991,MA,Foreman,Female,44501,Asian,Divorced,Fully Meets,3
3673,Lane,Zuniga,11-Jun-22,12,Casey Morris,lane.zuniga@bilearner.com,TNS,commerce ,Full-Time,Zone B,Temporary,Voluntary,My teach piece need school fight rock.,Production       ,People Services,2/19/1973,MA,Manager,Female,47767,Other,Widowed,Fully Meets,3
3674,Isabelle,Shields,25-Jun-20,12,Sarah Williamson,isabelle.shields@bilearner.com,BPC,commerce ,Part-Time,Zone C,Part-Time,Voluntary,Five carry couple goal western.,Production       ,Engineers,5/1/1996,MA,Engineer,Female,39141,Other,Single,Fully Meets,3
3675,Mario,Mays,8-Jun-20,12,Melissa Torres,mario.mays@bilearner.com,CCDR,commerce ,Full-Time,Zone C,Full-Time,Resignation,Herself others song center word almost without.,Production       ,Engineers,8/28/1952,MA,Technician,Female,70090,Hispanic,Divorced,Fully Meets,3
3676,Leah,Robinson,29-Aug-18,12,Craig Hawkins,leah.robinson@bilearner.com,BPC,commerce ,Contract,Zone B,Part-Time,Unk,,Production       ,Yard (Material Handling),11/29/1993,MA,Associate,Male,35858,Black,Divorced,Fully Meets,3
3677,Dayami,Bailey,1-Oct-22,12,Matthew Hughes,dayami.bailey@bilearner.com,CCDR,commerce ,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,2/4/1960,MA,Supervisor,Male,27462,Hispanic,Single,Fully Meets,3
3678,Ramon,Fleming,22-Jul-21,12,Chad Ramirez,ramon.fleming@bilearner.com,SVG,commerce ,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Eng,5/24/1999,MA,Drafter,Male,65321,Asian,Single,Fully Meets,3
